时间,加速度X(g),加速度Y(g),加速度Z(g),四元数0(),四元数1(),四元数2(),四元数3()
2025-03-27 16:21:56.471,-0.0525,-0.624,0.8125,0.9404214841251232,-0.3191674730781851,0.06058331668205063,-0.10034549349417232
2025-03-27 16:21:56.472,-0.0435,-0.61825,0.79825,0.9404214841251232,-0.3191674730781851,0.06058331668205063,-0.10034549349417232
2025-03-27 16:21:56.514,-0.054,-0.62975,0.8252499999999999,0.9404214841251232,-0.3191674730781851,0.06058331668205063,-0.10034549349417232
2025-03-27 16:21:56.536,-0.04675,-0.62175,0.79925,0.9404214841251232,-0.3191674730781851,0.06058331668205063,-0.10034549349417232
2025-03-27 16:21:56.592,-0.04475,-0.6245,0.80625,0.9404214841251232,-0.3191674730781851,0.06058331668205063,-0.10034549349417232
2025-03-27 16:21:56.624,-0.065,-0.62025,0.8027500000000001,-0.939996144683903,0.32054415111753726,-0.061068649385365804,0.0996459493706768
2025-03-27 16:21:56.647,-0.0455,-0.629,0.8225,0.9395681722515566,-0.32191993129160534,0.06155381103137094,-0.09894612613231261
2025-03-27 16:21:56.700,-0.0575,-0.63075,0.81375,0.9395681722515566,-0.32191993129160534,0.06155381103137094,-0.09894612613231261
2025-03-27 16:21:56.735,-0.057,-0.624,0.7975000000000001,0.9395681722515566,-0.32191993129160534,0.06155381103137094,-0.0989461261323126
2025-03-27 16:21:56.736,-0.0365,-0.62,0.7745,0.9395681722515566,-0.32191993129160534,0.06155381103137094,-0.0989461261323126
2025-03-27 16:21:56.798,-0.02,-0.624,0.7905,0.9395681722515566,-0.32191993129160534,0.06155381103137094,-0.0989461261323126
2025-03-27 16:21:56.799,-0.037,-0.6385000000000001,0.8154999999999999,0.9395681722515566,-0.32191993129160534,0.06155381103137094,-0.0989461261323126
2025-03-27 16:21:56.826,-0.07525,-0.6174999999999999,0.793,0.9395681722515566,-0.32191993129160534,0.06155381103137094,-0.09894612613231261
2025-03-27 16:21:56.884,-0.088,-0.605,0.81175,0.9395681722515566,-0.32191993129160534,0.06155381103137094,-0.09894612613231261
2025-03-27 16:21:56.916,-0.065,-0.6174999999999999,0.81075,0.9395681722515566,-0.32191993129160534,0.06155381103137094,-0.09894612613231261
2025-03-27 16:21:56.938,-0.05725,-0.63875,0.81175,0.9395681722515566,-0.32191993129160534,0.06155381103137094,-0.09894612613231261
2025-03-27 16:21:57.029,-0.04599999999999999,-0.6493333333333333,0.8236666666666667,0.9395681722515566,-0.3219199312916051,0.0615538110313709,-0.09894612613231253
2025-03-27 16:21:57.030,-0.043,-0.656,0.839,0.9395681722515566,-0.32191993129160534,0.06155381103137094,-0.0989461261323126
2025-03-27 16:21:57.070,-0.04275,-0.64475,0.8085,0.9406048954917245,-0.3213087521902463,0.0628136659250813,-0.08987524529035275
2025-03-27 16:21:57.074,-0.05475,-0.62475,0.82175,0.9406048954917245,-0.3213087521902463,0.0628136659250813,-0.08987524529035275
2025-03-27 16:21:57.096,-0.06675,-0.6094999999999999,0.83975,0.9406048954917245,-0.3213087521902463,0.0628136659250813,-0.08987524529035275
2025-03-27 16:21:57.141,-0.04525,-0.6134999999999999,0.88375,0.9406048954917245,-0.3213087521902463,0.0628136659250813,-0.08987524529035275
