时间,加速度X(g),加速度Y(g),加速度Z(g),四元数0(),四元数1(),四元数2(),四元数3()
2025-03-26 20:09:30.568,-0.6305000000000001,0.72475,0.2715,-0.05042577870341524,0.3870202822774902,-0.48846690375521207,-0.7804310513324044
2025-03-26 20:09:30.626,-0.64725,0.73825,0.24175,0.04950273384168985,-0.3860113178899772,0.48690688995640324,0.7819631847574572
2025-03-26 20:09:30.707,-0.654,0.724,0.247,0.04950273384168989,-0.38601131788997656,0.486906889956403,0.7819631847574571
2025-03-26 20:09:30.708,-0.6473333333333334,0.7223333333333333,0.25666666666666665,0.049502733841689836,-0.3860113178899771,0.486906889956403,0.7819631847574571
2025-03-26 20:09:30.818,-0.646,0.726,0.259,0.04950273384168989,-0.38601131788997656,0.486906889956403,0.7819631847574571
2025-03-26 20:09:30.819,-0.642,0.7286666666666667,0.238,0.049502733841689836,-0.3860113178899771,0.486906889956403,0.7819631847574571
2025-03-26 20:09:30.898,-0.642,0.7255,0.24575,-0.04895262919779843,0.38424062153224503,-0.48539604590748514,-0.7838070320407411
2025-03-26 20:09:30.930,-0.64175,0.7284999999999999,0.2625,0.04840207808618838,-0.38246642074509773,0.48388077485089054,0.7856437306878189
2025-03-26 20:09:31.011,-0.63175,0.7304999999999999,0.2745,0.04840207808618838,-0.38246642074509773,0.48388077485089054,0.7856437306878189
2025-03-26 20:09:31.040,-0.6315,0.72675,0.29874999999999996,0.04840207808618838,-0.38246642074509773,0.48388077485089054,0.7856437306878189
2025-03-26 20:09:31.152,-0.64,0.7275,0.2695,0.04840207808618838,-0.38246642074509773,0.48388077485089054,0.7856437306878189
2025-03-26 20:09:31.219,-0.634,0.72525,0.284,0.04840207808618838,-0.38246642074509773,0.48388077485089054,0.7856437306878189
2025-03-26 20:09:31.331,-0.6303333333333333,0.7243333333333334,0.291,0.048402078086188356,-0.38246642074509796,0.4838807748508905,0.7856437306878189
2025-03-26 20:09:31.332,-0.631,0.732,0.292,0.04559285569308546,-0.3770636172520494,0.4780299412435808,0.7919796053745374
2025-03-26 20:09:31.444,-0.63775,0.729,0.28774999999999995,0.04559285569308546,-0.3770636172520494,0.47802994124358084,0.7919796053745374
2025-03-26 20:09:31.512,-0.62775,0.72775,0.27225,0.04559285569308546,-0.3770636172520494,0.47802994124358084,0.7919796053745374
2025-03-26 20:09:31.557,-0.62925,0.7284999999999999,0.29025,0.04559285569308546,-0.3770636172520494,0.47802994124358084,0.7919796053745374
2025-03-26 20:09:31.619,-0.624,0.735,0.29025,0.04559285569308546,-0.3770636172520494,0.47802994124358084,0.7919796053745374
2025-03-26 20:09:31.696,-0.639,0.73,0.276,0.04559285569308546,-0.3770636172520494,0.4780299412435808,0.7919796053745374
