时间,加速度X(g),加速度Y(g),加速度Z(g),四元数0(),四元数1(),四元数2(),四元数3()
2025-03-24 17:20:24.783,0.66325,-0.0072499999999999995,0.774,0.8489290377223007,-0.1627594016696171,-0.3039375567153917,-0.4005631382165801
2025-03-24 17:20:24.786,0.667,-0.0095,0.756,0.8489290377223007,-0.1627594016696171,-0.3039375567153917,-0.4005631382165801
2025-03-24 17:20:24.812,0.6815,-0.012,0.74225,0.8489290377223007,-0.1627594016696171,-0.3039375567153917,-0.4005631382165801
2025-03-24 17:20:24.872,0.68525,-0.014,0.69425,-0.8457928839127152,0.16405080182639697,0.3076016865105395,0.40386004308250134
2025-03-24 17:20:24.896,0.73025,-0.05,0.77325,0.836201349942099,-0.1678903099064517,-0.3185295604497495,-0.41366540260724743
2025-03-24 17:20:24.972,0.6975,-0.03925,0.766,0.836201349942099,-0.1678903099064517,-0.3185295604497495,-0.41366540260724743
2025-03-24 17:20:25.007,0.69225,-0.02625,0.75325,0.836201349942099,-0.1678903099064517,-0.3185295604497495,-0.41366540260724743
2025-03-24 17:20:25.031,0.716,-0.01675,0.77,0.836201349942099,-0.1678903099064517,-0.3185295604497495,-0.41366540260724743
2025-03-24 17:20:25.165,0.70475,-0.00675,0.7495,0.836201349942099,-0.1678903099064517,-0.3185295604497495,-0.41366540260724743
2025-03-24 17:20:25.168,0.711,-0.0015,0.732,0.836201349942099,-0.1678903099064517,-0.3185295604497495,-0.41366540260724743
2025-03-24 17:20:25.235,0.7145,-0.00375,0.7144999999999999,0.836201349942099,-0.1678903099064517,-0.3185295604497495,-0.41366540260724743
2025-03-24 17:20:25.279,0.7215,0.003,0.701,0.836201349942099,-0.1678903099064517,-0.3185295604497495,-0.41366540260724743
2025-03-24 17:20:25.301,0.7224999999999999,0.012750000000000001,0.7024999999999999,0.836201349942099,-0.1678903099064517,-0.3185295604497495,-0.41366540260724743
2025-03-24 17:20:25.322,0.7015,0.01325,0.7102499999999999,0.836201349942099,-0.1678903099064517,-0.3185295604497495,-0.41366540260724743
2025-03-24 17:20:25.375,0.6859999999999999,-0.00325,0.748,-0.828307813644617,0.18108755564330103,0.3310232442257883,0.4141703451825622
2025-03-24 17:20:25.391,0.68725,-0.01925,0.7395,0.8256048054676186,-0.1854700654368241,-0.3351581889922206,-0.41430248414303616
2025-03-24 17:20:25.412,0.6912499999999999,-0.0385,0.698,0.8256048054676186,-0.1854700654368241,-0.3351581889922206,-0.41430248414303616
2025-03-24 17:20:25.434,0.755,-0.0745,0.707,0.8256048054676186,-0.1854700654368241,-0.3351581889922206,-0.41430248414303616
2025-03-24 17:20:25.457,0.77925,-0.09475,0.7515000000000001,0.8256048054676186,-0.1854700654368241,-0.3351581889922206,-0.41430248414303616
2025-03-24 17:20:25.502,0.6905,-0.114,0.66825,0.8256048054676186,-0.1854700654368241,-0.3351581889922206,-0.41430248414303616
2025-03-24 17:20:25.570,0.8255,-0.17525,0.77325,0.8256048054676186,-0.1854700654368241,-0.3351581889922206,-0.41430248414303616
2025-03-24 17:20:25.573,0.68625,-0.14275,0.661,0.8256048054676186,-0.1854700654368241,-0.3351581889922206,-0.41430248414303616
2025-03-24 17:20:25.638,0.6905,-0.12225,0.586,0.8256048054676186,-0.1854700654368241,-0.3351581889922206,-0.41430248414303616
2025-03-24 17:20:25.683,0.82375,-0.16325,0.6839999999999999,-0.8246491617153535,0.2029759061277555,0.33535071892368706,0.4077921491779206
2025-03-24 17:20:25.727,0.7375,-0.13874999999999998,0.6194999999999999,0.8200422977149103,-0.2551400487994111,-0.33522320290851954,-0.38737525693936375
2025-03-24 17:20:25.776,0.8035,-0.15175,0.614,0.8200422977149103,-0.2551400487994111,-0.33522320290851954,-0.38737525693936375
2025-03-24 17:20:25.818,0.77825,-0.13775,0.57975,0.8200422977149103,-0.2551400487994111,-0.33522320290851954,-0.38737525693936375
2025-03-24 17:20:25.840,0.7815000000000001,-0.146,0.6125,0.8200422977149103,-0.2551400487994111,-0.33522320290851954,-0.38737525693936375
2025-03-24 17:20:25.899,0.761,-0.17375000000000002,0.656,0.8200422977149103,-0.2551400487994111,-0.33522320290851954,-0.38737525693936375
2025-03-24 17:20:25.975,0.7719999999999999,-0.19733333333333336,0.7043333333333334,0.8200422977149103,-0.255140048799411,-0.3352232029085195,-0.3873752569393637
2025-03-24 17:20:25.976,0.772,-0.207,0.723,0.8200422977149103,-0.2551400487994111,-0.3352232029085195,-0.3873752569393637
2025-03-24 17:20:25.997,0.748,-0.20350000000000001,0.67625,0.8200422977149103,-0.2551400487994111,-0.33522320290851954,-0.38737525693936375
2025-03-24 17:20:26.019,0.758,-0.195,0.622,0.8200422977149103,-0.2551400487994111,-0.3352232029085195,-0.3873752569393637
2025-03-24 17:20:26.020,0.7693333333333333,-0.17966666666666664,0.5986666666666666,0.8200422977149103,-0.255140048799411,-0.3352232029085195,-0.3873752569393637
2025-03-24 17:20:26.075,0.775,-0.172,0.60525,0.8200422977149103,-0.2551400487994111,-0.33522320290851954,-0.38737525693936375
2025-03-24 17:20:26.088,0.7353333333333333,-0.17333333333333334,0.6203333333333333,-0.8188308916987217,0.2689303225726587,0.3314759827758001,0.38381782819934224
2025-03-24 17:20:26.089,0.724,-0.188,0.65,0.8181582038893217,-0.2758028786127169,-0.3295753895195874,-0.382007837852249
2025-03-24 17:20:26.109,0.7876666666666666,-0.204,0.6859999999999999,0.8181582038893216,-0.27580287861271713,-0.32957538951958754,-0.3820078378522492
2025-03-24 17:20:26.110,0.82,-0.212,0.692,0.8181582038893217,-0.2758028786127169,-0.3295753895195874,-0.382007837852249
2025-03-24 17:20:26.133,0.81,-0.213,0.671,0.8181582038893217,-0.2758028786127169,-0.3295753895195874,-0.382007837852249
2025-03-24 17:20:26.134,0.7763333333333334,-0.22333333333333336,0.6643333333333333,0.8181582038893216,-0.27580287861271713,-0.32957538951958754,-0.3820078378522492
2025-03-24 17:20:26.191,0.77975,-0.2425,0.6895,0.8181582038893217,-0.2758028786127169,-0.3295753895195874,-0.382007837852249
2025-03-24 17:20:26.222,0.755,-0.226,0.6345000000000001,0.8181582038893217,-0.2758028786127169,-0.3295753895195874,-0.382007837852249
2025-03-24 17:20:26.223,0.7555000000000001,-0.23,0.63,0.8181582038893217,-0.2758028786127169,-0.3295753895195874,-0.382007837852249
2025-03-24 17:20:26.267,0.76575,-0.23175,0.65375,0.8181582038893217,-0.2758028786127169,-0.3295753895195874,-0.382007837852249
2025-03-24 17:20:26.334,0.7466666666666667,-0.23033333333333336,0.6546666666666666,0.8181582038893216,-0.27580287861271713,-0.32957538951958754,-0.3820078378522492
2025-03-24 17:20:26.335,0.759,-0.212,0.623,0.8181582038893217,-0.2758028786127169,-0.3295753895195874,-0.382007837852249
2025-03-24 17:20:26.357,0.74325,-0.18975,0.60325,0.8181582038893217,-0.2758028786127169,-0.3295753895195874,-0.382007837852249
2025-03-24 17:20:26.379,0.7112499999999999,-0.162,0.5792499999999999,0.8181582038893217,-0.2758028786127169,-0.3295753895195874,-0.382007837852249
2025-03-24 17:20:26.485,0.7173333333333334,-0.16466666666666666,0.6163333333333333,0.8181582038893216,-0.27580287861271713,-0.32957538951958754,-0.3820078378522492
2025-03-24 17:20:26.486,0.729,-0.174,0.644,0.8181582038893217,-0.2758028786127169,-0.3295753895195874,-0.382007837852249
2025-03-24 17:20:26.493,0.73475,-0.1755,0.6667500000000001,0.8181582038893217,-0.2758028786127169,-0.3295753895195874,-0.382007837852249
2025-03-24 17:20:26.515,0.723,-0.1685,0.6839999999999999,0.8181582038893217,-0.2758028786127169,-0.3295753895195874,-0.382007837852249
2025-03-24 17:20:26.590,0.763,-0.17975,0.675,0.8237788326264205,-0.2611254792068818,-0.32221910076388216,-0.386492910838664
2025-03-24 17:20:26.593,0.7525,-0.178,0.6667500000000001,0.8237788326264205,-0.2611254792068818,-0.32221910076388216,-0.386492910838664
2025-03-24 17:20:26.672,0.76875,-0.18025,0.6655,0.8237788326264205,-0.2611254792068818,-0.32221910076388216,-0.386492910838664
2025-03-24 17:20:26.740,0.7645,-0.165,0.66125,0.8237788326264205,-0.2611254792068818,-0.32221910076388216,-0.386492910838664
2025-03-24 17:20:26.774,0.718,-0.163,0.63525,0.8237788326264205,-0.2611254792068818,-0.32221910076388216,-0.386492910838664
2025-03-24 17:20:26.785,0.754,-0.16625,0.641,0.8237788326264205,-0.2611254792068818,-0.32221910076388216,-0.386492910838664
2025-03-24 17:20:26.808,0.77925,-0.17875,0.67425,0.8237788326264205,-0.2611254792068818,-0.32221910076388216,-0.386492910838664
2025-03-24 17:20:26.830,0.74725,-0.1825,0.6445000000000001,0.8237788326264205,-0.2611254792068818,-0.32221910076388216,-0.386492910838664
